Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-91I3VM,12139,59,Instagram,Text,35-44,All,Canada,30878,1974,254.37021171430928,0.3931277932508582,6.3929010946304805,1
CAMP-ZWFFHH,6755,49,Facebook,Image,55+,Female,UK,28563,1555,422.84233900814206,0.236494765955957,5.444106011273326,1
CAMP-CMKTLZ,41041,39,LinkedIn,Story,18-24,All,India,24552,2779,59.82310372554275,1.6715949820788532,11.318833496252852,1
CAMP-KJ49YD,4595,5,YouTube,Video,45-54,Female,UK,30113,4422,655.3427638737759,0.1525919038289111,14.684687676418823,1
CAMP-82795E,10993,53,Instagram,Video,45-54,Male,India,22536,995,205.00318384426453,0.4877973020944267,4.4151579694710685,1
CAMP-5IZ31Y,25647,35,Facebook,Video,55+,Female,UK,46327,613,180.63321246149647,0.5536080471431347,1.3232024521337449,0
CAMP-RUJOQW,22486,30,Google,Story,35-44,Male,India,38308,2594,170.36378190874322,0.5869792210504333,6.771431554766629,1
CAMP-5DSK7N,13503,49,YouTube,Image,18-24,Female,Canada,31742,596,235.07368732874176,0.4253985256127528,1.877638460084431,0
CAMP-8LA100,32197,10,Instagram,Story,35-44,All,Germany,38434,842,119.37137000341647,0.8377218088151116,2.1907685903106624,1
CAMP-QXMCTH,13221,36,LinkedIn,Video,25-34,All,India,16008,4440,121.0800998411618,0.8258995502248876,27.736131934032983,1
CAMP-PHJ3MU,11066,37,Facebook,Text,35-44,Female,India,35066,859,316.88053497198626,0.31557634175554666,2.449666343466606,1
CAMP-URMYBD,33721,34,Instagram,Carousel,45-54,All,Canada,17282,445,51.249962931111185,1.9512209235042242,2.574933456775836,1
CAMP-2QE4PA,28412,26,LinkedIn,Story,18-24,All,India,10798,1789,38.00506828100802,2.6312280051861454,16.567882941285422,1
CAMP-8HYEXF,49826,16,Instagram,Story,35-44,All,US,10564,4318,21.20178220206318,4.716584627035214,40.874668686103746,1
CAMP-7JXJN6,22777,34,YouTube,Image,18-24,Male,Canada,22788,3455,100.04829433200157,0.99951728980165,15.16148850272073,1
CAMP-FOKZIX,31389,58,YouTube,Image,18-24,All,US,8745,3953,27.860078371403997,3.5893653516295028,45.20297312750143,1
CAMP-ZAREIY,31124,48,YouTube,Story,25-34,Male,Canada,8120,4688,26.089191620614315,3.8330049261083743,57.73399014778325,1
CAMP-AZ39PE,42775,45,Facebook,Video,25-34,Female,India,27815,1031,65.02630040911748,1.5378392953442388,3.7066331116304156,1
CAMP-CN0DL5,4877,18,YouTube,Carousel,45-54,All,US,41712,1296,855.2798851753128,0.11692079018028385,3.1070195627157653,1
CAMP-E11E9F,29849,6,LinkedIn,Image,55+,All,India,30811,2064,103.22288853897955,0.9687773847002694,6.6989062347862784,1
CAMP-TAXP0W,15438,54,Instagram,Video,18-24,All,Canada,16748,1448,108.48555512372069,0.9217817052782422,8.645808454740864,1
CAMP-FOY4DD,2591,39,Google,Text,55+,Female,India,15173,2046,585.6040138942493,0.1707638568509853,13.484479008765572,1
CAMP-1VN8LF,27336,56,LinkedIn,Image,45-54,Male,US,35194,4620,128.74597600234122,0.7767233051088254,13.127237597317725,1
CAMP-JDTVV2,48196,23,LinkedIn,Video,18-24,Male,US,25666,2851,53.25338202340443,1.8778150081820306,11.108080729369595,1
CAMP-Y4XKSS,14699,16,YouTube,Video,18-24,All,India,37196,3825,253.05122797469215,0.3951769007420153,10.283363802559416,1
CAMP-0KB68R,19608,33,Facebook,Carousel,55+,Female,UK,11232,2069,57.2827417380661,1.7457264957264957,18.420584045584047,1
CAMP-ERVT99,3151,57,Instagram,Carousel,35-44,Female,Canada,24883,3762,789.685814027293,0.12663264075875094,15.11875577703653,1
CAMP-7E4UNY,48847,50,Facebook,Text,25-34,Female,Canada,33392,2276,68.3603906074068,1.462835409678965,6.8160038332534745,1
CAMP-181ACJ,49256,20,Instagram,Video,35-44,Female,India,31381,1809,63.71000487250284,1.5696121857174723,5.764634651540741,1
CAMP-BC2SWS,21706,9,Instagram,Video,55+,Female,UK,46148,1312,212.60480973002856,0.4703562451243824,2.8430267833925633,1
CAMP-OZCTWJ,21799,12,Facebook,Carousel,25-34,Male,US,26178,4056,120.08807743474472,0.8327221330888532,15.49392619757048,1
CAMP-LSH3TO,976,9,LinkedIn,Image,35-44,Male,Germany,31606,2452,3238.319672131148,0.03088021261785737,7.758020628994494,1
CAMP-W4YCZ0,32193,35,Instagram,Image,25-34,Male,Germany,22019,1090,68.39685645947877,1.462055497524865,4.950270221172624,1
CAMP-4CDPQV,4242,25,Facebook,Story,18-24,All,India,21926,1673,516.8788307402169,0.1934689409833075,7.630210708747606,1
CAMP-L00EZZ,15302,23,Instagram,Carousel,35-44,Female,UK,8999,3676,58.80930597307541,1.7004111567951994,40.848983220357816,1
CAMP-F8S2ZG,39834,21,Google,Story,25-34,All,UK,24568,4533,61.675955214138675,1.6213774014978835,18.45083034842071,1
CAMP-E2J51B,7179,50,LinkedIn,Carousel,25-34,Female,Canada,5720,4925,79.67683521381808,1.2550699300699302,86.1013986013986,1
CAMP-3JCZUC,8087,21,YouTube,Text,25-34,Male,US,24149,4355,298.6150612093483,0.3348792910679531,18.033873038221042,1
CAMP-QMRUNJ,39667,38,Instagram,Video,35-44,All,UK,39385,2004,99.28908160435627,1.007160086327282,5.088231560238669,1
CAMP-DU0ISB,29040,31,Google,Text,45-54,Male,Germany,12766,4199,43.960055096418735,2.2747924173586087,32.89205702647658,1
CAMP-5IQNF7,37333,20,YouTube,Carousel,35-44,Female,US,38935,4865,104.29110974205128,0.9588545010915629,12.495184281494799,1
CAMP-4T60PL,17119,4,YouTube,Video,55+,Female,US,7887,1125,46.07161633272972,2.170533789780652,14.263978699125143,1
CAMP-OZJCNS,46285,3,Instagram,Image,35-44,Female,India,49405,1222,106.74084476612293,0.9368484971156765,2.473433862969335,1
CAMP-6G298C,18177,49,Facebook,Image,25-34,Male,UK,47349,2861,260.488529460307,0.383894063232592,6.042366259055101,1
CAMP-QK4LTA,26358,7,Instagram,Story,18-24,Female,India,19209,2274,72.87730480309584,1.3721692956426674,11.838200843354677,1
CAMP-HUKWQV,21236,22,Google,Carousel,35-44,Male,UK,41316,2991,194.5564136372198,0.5139897376319101,7.239326169038629,1
CAMP-R1H61I,8411,13,YouTube,Carousel,35-44,All,Canada,36927,2511,439.0322197122815,0.22777371570937255,6.799902510358274,1
CAMP-AOIM45,17314,44,Instagram,Image,25-34,Female,India,21610,237,124.81229063185862,0.8012031466913466,1.0967144840351688,0
CAMP-8AX40D,14198,4,Facebook,Text,18-24,Female,India,17156,1145,120.83392027046062,0.8275821869899743,6.674049895080439,1
CAMP-TIRC9Z,28351,5,Instagram,Video,18-24,Female,Germany,46339,3254,163.44749744277098,0.6118172597595978,7.022162757072876,1
CAMP-D76SZN,38045,25,LinkedIn,Text,55+,All,India,8770,3783,23.051649362596923,4.338084378563284,43.13568985176739,1
CAMP-9DDE3C,47130,57,Facebook,Text,35-44,Female,UK,37711,767,80.01485253553999,1.2497679722097002,2.0338893161146614,1
CAMP-UP8IJL,26045,14,Google,Image,18-24,Male,Germany,49545,2682,190.22845075830296,0.525683721869008,5.413260672116258,1
CAMP-2Z0LJC,25416,22,YouTube,Image,18-24,Male,India,28412,2666,111.7878501731193,0.8945515979163734,9.383359144023652,1
CAMP-H2VFFQ,32317,7,Instagram,Image,45-54,Female,India,28308,1760,87.59476436550422,1.1416207432527907,6.217323724742122,1
CAMP-OT8HLJ,8408,39,Facebook,Story,45-54,Female,Canada,21832,3492,259.65746907706944,0.38512275558812753,15.994869915720045,1
CAMP-EFY3ZB,6049,40,LinkedIn,Text,18-24,All,India,41218,2816,681.4018846090263,0.14675627153185503,6.831966616526761,1
CAMP-4LDIMS,1250,32,Facebook,Carousel,55+,All,US,21170,3514,1693.6,0.05904581955597544,16.598960793575817,1
CAMP-YJ9BOQ,24044,11,LinkedIn,Video,18-24,All,Germany,19840,496,82.51538845450008,1.2118951612903226,2.5,1
CAMP-0IQ2FA,34799,36,Google,Story,25-34,Female,US,27962,3181,80.3528837035547,1.2445104069809028,11.376153350976324,1
CAMP-39E3NW,9304,55,YouTube,Carousel,35-44,All,Germany,47424,3931,509.7162510748065,0.1961875843454791,8.289051956815115,1
CAMP-XUJ3AC,1181,46,Google,Text,55+,All,Canada,42957,2073,3637.3412362404742,0.027492608887957726,4.825755988546686,1
CAMP-6PE63L,29405,37,Instagram,Image,25-34,Male,India,34862,338,118.55806835572183,0.8434685330732603,0.9695370317250875,0
CAMP-BQGU3O,16996,54,Facebook,Text,55+,All,India,49620,3950,291.95104730524827,0.3425231761386538,7.960499798468359,1
CAMP-BYGHGK,46275,60,LinkedIn,Video,25-34,Male,India,36210,3109,78.24959481361427,1.2779618889809445,8.586025959679647,1
CAMP-5BWIKO,7905,24,LinkedIn,Story,35-44,Male,Germany,19206,1818,242.96015180265655,0.4115901280849735,9.465791940018745,1
CAMP-TCKEH5,5337,46,Facebook,Story,35-44,All,India,10722,137,200.89938167509837,0.49776161163961946,1.2777466890505502,0
CAMP-SW2292,49811,26,Facebook,Video,45-54,Male,US,14494,2556,29.097990403726087,3.436663446943563,17.634883400027597,1
CAMP-MTR6SN,20156,19,Instagram,Carousel,25-34,Female,India,6834,4416,33.905536812859694,2.949370793093357,64.6180860403863,1
CAMP-GLH62C,45643,12,Google,Carousel,45-54,Female,Canada,17979,916,39.39048704072914,2.5386840202458423,5.094832860559541,1
CAMP-9T199D,49112,32,LinkedIn,Story,25-34,All,US,1120,3539,2.280501710376283,43.85,315.98214285714283,0
CAMP-XJ37C9,46052,58,Instagram,Story,45-54,Female,India,22956,2101,49.847997915399986,2.006098623453563,9.152291339954695,1
CAMP-H42M44,3443,48,Google,Image,35-44,Male,India,34668,2908,1006.9125762416497,0.09931348794277144,8.388138917733933,1
CAMP-GV3Z6B,13600,25,Instagram,Carousel,55+,Female,UK,45208,2915,332.4117647058824,0.3008317112015573,6.447973809945143,1
CAMP-Z8UUG9,29475,34,LinkedIn,Video,45-54,All,Germany,2989,1983,10.140797285835454,9.861157577785212,66.34325861492137,1
CAMP-5RLRDI,9762,19,Facebook,Carousel,25-34,All,US,29891,3871,306.1975005121901,0.3265865979726339,12.950386403934294,1
CAMP-HSA7HE,17064,52,Facebook,Image,25-34,Male,UK,42913,4529,251.48265353961557,0.3976417402651877,10.553911402139212,1
CAMP-Z74LAV,47993,53,Google,Story,35-44,All,Canada,16351,3568,34.0695518096389,2.9351721607241146,21.82129533361874,1
CAMP-71448N,8230,19,YouTube,Story,25-34,Female,Germany,7244,999,88.0194410692588,1.1361126449475427,13.79072335726118,1
CAMP-7ODKEF,19631,16,Google,Image,18-24,All,US,5901,2148,30.059599612857212,3.3267242840196576,36.40061006609049,1
CAMP-828XG8,1779,11,YouTube,Video,55+,Male,India,16428,4695,923.4401349072514,0.10829072315558802,28.57925493060628,1
CAMP-Y72IVG,3606,42,Instagram,Story,45-54,All,US,728,396,20.1885745978924,4.9532967032967035,54.395604395604394,1
CAMP-LYE088,13384,4,Instagram,Text,55+,Female,India,30690,3599,229.30364614465032,0.4361029651352232,11.726946888237212,1
CAMP-O98BV7,7353,47,LinkedIn,Story,35-44,Male,Germany,33806,4511,459.7579219366245,0.21750576820682718,13.343785126900551,1
CAMP-8HU7F0,19228,27,YouTube,Text,45-54,Female,India,29827,939,155.12273767422508,0.6446508197270929,3.148154356790827,1
CAMP-I9G5DZ,28032,41,LinkedIn,Image,45-54,Male,Canada,26233,1637,93.58233447488584,1.0685777455876186,6.2402317691457325,1
CAMP-X5QJIC,9535,11,Facebook,Image,18-24,All,India,27495,2725,288.3586785527006,0.3467903255137298,9.910892889616294,1
CAMP-JDAN08,44178,56,YouTube,Story,35-44,Male,Canada,1552,2511,3.5130607994929606,28.46520618556701,161.79123711340208,0
CAMP-5RNTDR,13396,24,Google,Carousel,25-34,Male,Germany,21715,4637,162.1006270528516,0.6169007598434262,21.353902832143678,1
CAMP-5XYFC4,30545,45,Facebook,Text,18-24,All,Germany,16248,1650,53.193648715010646,1.8799236829148203,10.15509601181684,1
CAMP-KL8CGN,13345,48,Facebook,Video,18-24,Female,US,21461,3691,160.81678531285127,0.621825637202367,17.198639392386188,1
CAMP-0T6DVW,29224,6,Google,Story,55+,All,Canada,15917,3436,54.46550780180674,1.8360243764528492,21.586982471571275,1
CAMP-RB7F6F,29999,28,Facebook,Video,55+,Male,Canada,14316,3202,47.72159071969065,2.0954875663593184,22.366582844369937,1
CAMP-DHGZZ0,44019,60,YouTube,Story,55+,All,UK,39472,4180,89.67036961312161,1.1151955816781516,10.589785164167004,1
CAMP-JKIBU4,43325,31,LinkedIn,Carousel,18-24,Male,UK,35258,4367,81.3802654356607,1.2287991377843326,12.385841511146406,1
CAMP-FMPKXV,35347,47,Facebook,Carousel,25-34,All,UK,43052,2292,121.79817240501316,0.8210303818637926,5.323794481092632,1
CAMP-HAGKC4,29322,36,YouTube,Carousel,45-54,All,India,31263,4484,106.6196030284428,0.9379138278476153,14.342833381313374,1
CAMP-LORXDT,26311,25,Instagram,Carousel,55+,Female,UK,7417,214,28.189730530956638,3.547391128488607,2.885263583659161,1
CAMP-G5NQJQ,37320,39,YouTube,Image,25-34,Male,Canada,13540,3238,36.28081457663451,2.756277695716396,23.914327917282126,1
CAMP-IJC1YD,26746,13,LinkedIn,Image,35-44,Female,India,35412,3863,132.40110670754507,0.7552806958093302,10.90873150344516,1
CAMP-MT8VT4,38749,8,YouTube,Text,55+,Male,Germany,38335,59,98.93158533123434,1.0107995304551975,0.15390635189774357,0
CAMP-3PT5R5,23149,20,Google,Video,45-54,All,US,9269,2931,40.04060650568059,2.497464667170137,31.62153414607833,1
CAMP-RC6ZS6,14169,23,LinkedIn,Story,35-44,Male,UK,6360,4939,44.886724539487616,2.227830188679245,77.65723270440252,1
CAMP-2YWE1G,32680,44,Instagram,Story,35-44,Female,Germany,36357,2972,111.2515299877601,0.8988640426877905,8.17449184476167,1
CAMP-983EP9,31943,38,Google,Image,45-54,Female,Canada,29681,1528,92.91863632094669,1.0762103702705434,5.14807452579091,1
CAMP-P9W4J6,2949,43,YouTube,Story,55+,Female,US,14794,123,501.6615801966768,0.1993375692848452,0.8314181424901987,0
CAMP-6CNOLJ,40258,40,LinkedIn,Image,18-24,Male,Germany,19917,3720,49.47339659198172,2.02128834663855,18.677511673444798,1
CAMP-Q52WSP,23389,36,Instagram,Text,45-54,Female,US,18675,1437,79.84522638847321,1.2524230254350737,7.694779116465863,1
CAMP-OFV177,44790,19,Google,Video,45-54,Female,UK,6428,1163,14.351417727171242,6.967952706907281,18.092719352831363,1
CAMP-UDKTMO,35357,39,Instagram,Text,45-54,Female,Canada,19199,3301,54.3004214158441,1.8416063336632116,17.193603833532997,1
CAMP-NRVBJF,9923,27,YouTube,Carousel,35-44,All,US,42183,3346,425.10329537438275,0.23523694379252305,7.932105350496646,1
CAMP-VYB6LI,42075,40,Instagram,Carousel,25-34,All,Germany,11472,2487,27.26559714795009,3.6676255230125525,21.67887029288703,1
CAMP-076A3K,9640,60,Facebook,Carousel,18-24,Male,UK,27976,562,290.20746887966806,0.34458106948813266,2.0088647412067484,1
CAMP-KRZD5E,16464,14,Google,Text,55+,Male,UK,37729,3982,229.160592808552,0.436375202099181,10.554215590129608,1
CAMP-9P3JPX,4711,25,Instagram,Story,55+,Female,Germany,33221,1738,705.1793674379112,0.14180789259805546,5.231630595105505,1
CAMP-GH3015,27763,55,YouTube,Video,25-34,All,Germany,13230,905,47.65335158304218,2.09848828420257,6.8405139833711255,1
CAMP-3SFLSE,38746,44,YouTube,Carousel,45-54,Female,US,27351,3555,70.59051256903939,1.416620964498556,12.997696610727214,1
CAMP-45BG34,31077,24,Instagram,Carousel,18-24,Female,India,36981,4491,118.99797277729512,0.8403504502311998,12.144073983937698,1
CAMP-IQ7ZJ3,29268,23,YouTube,Carousel,55+,All,UK,24064,1727,82.21948886155528,1.2162566489361701,7.176695478723404,1
CAMP-SWEBNV,49215,29,LinkedIn,Video,55+,All,US,49289,2924,100.15036066239969,0.9984986508145833,5.93235813264623,1
CAMP-G5VMF6,25571,59,LinkedIn,Carousel,45-54,All,Germany,30986,3532,121.17633256423292,0.8252436584263861,11.398696185374039,1
CAMP-0YKNFU,22787,33,LinkedIn,Video,25-34,Male,US,14386,3907,63.13248782200377,1.583970526901154,27.15834839427221,1
CAMP-84XYJO,951,8,Facebook,Carousel,18-24,Male,Germany,22250,935,2339.6424815983173,0.04274157303370787,4.202247191011236,1
CAMP-A21A6X,18171,29,Instagram,Text,25-34,Female,Canada,5520,75,30.378074954597984,3.2918478260869564,1.358695652173913,0
CAMP-VAJ2K8,6933,42,Facebook,Text,25-34,Male,Germany,30909,295,445.82431847684984,0.2243036008929438,0.9544145718075641,0
CAMP-XPNMJQ,12038,36,YouTube,Video,18-24,All,Germany,15003,21,124.63033726532646,0.802372858761581,0.13997200559888023,0
CAMP-Y3ODSX,35295,14,Facebook,Text,18-24,All,Germany,39094,3243,110.76356424422723,0.9028239627564332,8.295390597022562,1
CAMP-4NXVKD,26244,47,YouTube,Video,55+,Male,India,38557,1039,146.9173906416705,0.680654615244962,2.694711725497316,1
CAMP-C9X5JZ,4100,59,YouTube,Text,55+,Female,Germany,27483,4656,670.3170731707316,0.149183131390314,16.941381945202487,1
CAMP-6KF162,5152,55,Google,Text,18-24,Female,UK,26007,1110,504.7942546583851,0.19810051140077672,4.26808167031953,1
CAMP-2VXYZX,35606,9,LinkedIn,Video,35-44,Male,UK,6573,3772,18.460371847441444,5.417008976114407,57.386277194583904,1
CAMP-9JPNBZ,28174,12,YouTube,Story,55+,Female,US,21437,372,76.08788244480726,1.3142697205765732,1.735317441806223,0
CAMP-UG0IT2,38255,47,Google,Text,35-44,Female,India,47811,4914,124.97974121029931,0.8001296772709209,10.277969504925645,1
CAMP-6YS445,40870,19,LinkedIn,Carousel,18-24,Female,US,31219,1175,76.38610227550771,1.3091386655562318,3.763733623754765,1
CAMP-GDEJ31,32420,28,YouTube,Story,55+,All,UK,45691,1165,140.93460826650215,0.709548926484428,2.549736271913506,1
CAMP-GYMDM0,38404,23,YouTube,Video,25-34,All,UK,23040,1093,59.99375065097385,1.6668402777777778,4.743923611111111,1
CAMP-L2LJK4,46347,30,Facebook,Story,18-24,Male,Canada,29711,1284,64.1055515998878,1.559927299653327,4.321631718891992,1
CAMP-Q5V7C6,4013,60,Facebook,Image,45-54,All,Germany,13469,2012,335.6341888861201,0.29794342564407156,14.938005791075803,1
CAMP-S5NKB4,17550,48,LinkedIn,Image,35-44,Female,UK,14507,846,82.66096866096866,1.2097608051285587,5.831667470876129,1
CAMP-EHOU6Q,24207,4,YouTube,Text,18-24,All,US,2114,1992,8.733011112488123,11.450804162724692,94.22894985808892,1
CAMP-LZ2RWG,20864,56,Instagram,Text,18-24,Male,US,38133,521,182.7693634969325,0.5471376498046312,1.3662706841843022,0
CAMP-WAJ1G1,43504,45,Facebook,Carousel,55+,All,Germany,10616,4467,24.402353806546525,4.097965335342879,42.077995478522986,1
CAMP-R1DWWO,20591,3,LinkedIn,Story,55+,Female,Germany,33135,4197,160.91981933854598,0.6214274935868417,12.666364870982344,1
CAMP-8NBHNA,38594,53,YouTube,Image,55+,Female,Canada,31578,4757,81.82100844690885,1.2221799987332953,15.06428526189119,1
CAMP-L3GYWI,3473,55,YouTube,Text,45-54,Male,India,6180,243,177.9441405125252,0.5619741100323624,3.932038834951456,1
CAMP-YMENVG,12261,38,Instagram,Story,55+,All,US,40237,2801,328.17062229834437,0.30471953674478713,6.9612545666923475,1
CAMP-3KK0VM,32096,53,LinkedIn,Text,18-24,All,Germany,2092,4608,6.517946161515454,15.34225621414914,220.2676864244742,1
CAMP-59M6MG,27222,28,YouTube,Text,55+,All,US,4648,2897,17.074425097347735,5.85671256454389,62.327882960413085,1
CAMP-87OI0E,34950,31,Facebook,Image,25-34,Female,Germany,43032,2603,123.1244635193133,0.812186279977691,6.0489868005205425,1
CAMP-0VGNXB,27450,23,Instagram,Image,55+,Male,UK,32936,2274,119.98542805100183,0.8334345397133835,6.904299247024532,1
CAMP-5JTB9X,27572,13,LinkedIn,Text,45-54,All,US,33527,1542,121.597997968954,0.8223819608077072,4.5992781936946345,1
CAMP-XAYPNT,28861,42,Instagram,Video,25-34,Female,UK,48675,2766,168.65319981982609,0.5929327170005136,5.682588597842835,1
CAMP-RFZWKX,25451,13,Facebook,Text,18-24,Female,US,28766,2115,113.02502848611056,0.884759785858305,7.352429952026698,1
CAMP-XJVE3D,23232,38,LinkedIn,Text,18-24,Female,India,12651,4492,54.455061983471076,1.8363765710220536,35.50707453956209,1
CAMP-ZEEDHH,49149,51,Instagram,Carousel,35-44,All,Canada,36068,4708,73.38501291989664,1.3626760563380282,13.053121880891648,1
CAMP-JSHZKB,15405,41,Google,Carousel,25-34,All,UK,8111,3084,52.6517364492048,1.8992725927752434,38.02243866354333,1
CAMP-RH7LAY,9917,42,Facebook,Carousel,35-44,All,Germany,8659,1858,87.31471211051729,1.1452823651691881,21.45744312276244,1
CAMP-64YFDS,11361,37,Facebook,Video,25-34,All,India,35421,770,311.77713229469236,0.32074193275175744,2.1738516699133283,1
CAMP-0DJI9K,517,56,Facebook,Video,25-34,All,US,44864,1423,8677.756286266924,0.011523716119828817,3.171808131241084,1
CAMP-QDGBK2,41676,36,Google,Text,45-54,All,UK,17535,407,42.07457529513389,2.376732249786142,2.321072141431423,1
CAMP-L0D1B4,20458,57,Google,Carousel,35-44,All,US,20855,2973,101.94056114967249,0.9809637976504435,14.255574202829058,1
CAMP-XGMPW5,3367,49,YouTube,Video,45-54,All,US,7907,1873,234.83813483813486,0.42582521816112306,23.687871506260276,1
CAMP-D3GO8J,17309,26,Instagram,Image,25-34,All,US,11670,2695,67.42157259229302,1.4832047986289632,23.093401885175663,1
CAMP-N42X2E,24152,56,YouTube,Text,18-24,Female,Canada,8227,2270,34.063431599867506,2.9356995259511365,27.592074875410233,1
CAMP-ZC7FOV,38613,24,Instagram,Story,25-34,All,Canada,30161,4750,78.11099888638542,1.280229435363549,15.748814694472996,1
CAMP-2YGNMB,26192,7,Google,Text,45-54,Male,Germany,23092,1182,88.16432498472815,1.1342456261908886,5.118655811536462,1
CAMP-Y49E7E,11438,58,Google,Story,35-44,Female,UK,18695,1440,163.44640671446058,0.6118213426049746,7.702594276544531,1
CAMP-OBJLZY,512,35,YouTube,Carousel,35-44,All,India,24455,3054,4776.3671875,0.020936413821304435,12.48824371294214,1
CAMP-1UU9YM,7643,60,LinkedIn,Story,45-54,Male,India,11876,3334,155.38401151380347,0.6435668575277871,28.073425395756146,1
CAMP-SZDXIM,40455,38,YouTube,Carousel,35-44,All,India,13940,2898,34.45803979730565,2.902080344332855,20.78909612625538,1
CAMP-YN4U9B,33596,49,Instagram,Image,55+,Male,US,16942,2904,50.428622455054175,1.983000826348719,17.14083343170818,1
CAMP-XF445C,23648,22,YouTube,Story,18-24,Male,Canada,46648,229,197.2598105548038,0.506945635397016,0.4909106499742754,0
CAMP-RI8BIX,27484,21,Facebook,Text,18-24,Male,UK,9534,3960,34.68927375927813,2.882735473043843,41.53555695405915,1
CAMP-OIQ2Q4,44525,37,Instagram,Carousel,18-24,Male,US,5545,1894,12.453677709152162,8.0297565374211,34.15689810640216,1
CAMP-QERXDO,38856,54,Instagram,Text,35-44,Female,Canada,28531,1314,73.42752728021412,1.361887070204339,4.605516806280888,1
CAMP-UADVWK,18988,45,LinkedIn,Video,35-44,Female,Canada,11317,1071,59.60080050558248,1.677829813554829,9.463638773526553,1
CAMP-SHY8NB,35835,19,Google,Carousel,25-34,Male,UK,40216,975,112.22547788474955,0.8910632584046151,2.4244081957429877,1
CAMP-IQUWRX,47395,47,Instagram,Story,25-34,All,UK,6793,1739,14.332735520624537,6.977035183276903,25.599882231709113,1
CAMP-ZE1HM3,48916,45,Google,Carousel,18-24,Male,UK,37989,3286,77.66170578133944,1.2876358946010686,8.64987233146437,1
CAMP-8KSZBF,17606,36,YouTube,Text,55+,Female,US,48823,758,277.3088719754629,0.3606087294922475,1.5525469553284312,0
CAMP-FZZDVG,20563,11,Facebook,Image,25-34,All,Germany,49526,3096,240.8500705150027,0.415196058635868,6.251261963413157,1
CAMP-7OQ2ZD,18055,28,LinkedIn,Carousel,25-34,Female,UK,26619,321,147.43284408751038,0.6782749164130883,1.2059055561816747,0
CAMP-O74V1Q,37941,4,Google,Story,35-44,Female,Germany,28602,2322,75.38546690914842,1.3265156282777428,8.118313404657016,1
CAMP-X8ERTB,5204,55,Instagram,Video,55+,All,US,45822,556,880.5149884704074,0.113569900920955,1.213390947579765,0
CAMP-74RS7G,35011,11,Google,Image,18-24,Male,Germany,43780,4940,125.0464139841764,0.7997030607583372,11.28369118318867,1
CAMP-U0ENV5,23290,11,Instagram,Video,25-34,Male,India,28998,1387,124.50837269214254,0.803158838540589,4.783088488861301,1
CAMP-SN961J,7457,42,Google,Carousel,55+,Male,Germany,10825,4764,145.16561619954405,0.6888683602771363,44.00923787528868,1
CAMP-88QEOZ,32579,19,Instagram,Text,55+,Male,UK,3607,3048,11.0715491574327,9.032159689492653,84.50235652897145,1
CAMP-0KZ4Z7,44911,3,YouTube,Text,18-24,All,US,3637,2428,8.098238738839038,12.348364036293649,66.75831729447347,1
CAMP-WHWKMY,36308,27,Instagram,Story,55+,All,UK,16585,2005,45.678638316624436,2.189207114862828,12.089237262586675,1
CAMP-9X8SYL,20250,45,Instagram,Text,55+,All,India,1004,1931,4.958024691358025,20.169322709163346,192.33067729083666,0
CAMP-EMRUYP,5744,42,Facebook,Image,55+,Female,UK,46612,4842,811.4902506963789,0.12323006950999743,10.387882948596928,1
CAMP-04K43S,43386,44,Instagram,Text,25-34,All,UK,23594,4771,54.3815977504264,1.8388573366110028,20.221242688819192,1
CAMP-AFYH1F,47420,27,Facebook,Story,18-24,Male,UK,33505,2164,70.65584141712358,1.415311147589912,6.458737501865393,1
CAMP-KJ4YK1,3014,41,LinkedIn,Carousel,55+,Female,Canada,41319,3868,1370.9024552090245,0.07294465016094291,9.361310777124325,1
CAMP-B3D505,21452,37,Facebook,Carousel,55+,Male,India,15188,2427,70.79992541487972,1.4124308664735317,15.979720832235975,1
CAMP-0UI22K,46452,5,YouTube,Text,25-34,Male,UK,42512,3794,91.51812623783691,1.0926797139631164,8.924538953707188,1
CAMP-X7N89L,45012,52,Facebook,Video,18-24,All,UK,3177,2514,7.058117835243935,14.168083097261567,79.13125590179415,1
CAMP-TAJW25,14497,39,LinkedIn,Carousel,35-44,All,UK,23197,3804,160.01241636200595,0.6249515023494417,16.39867224210027,1
CAMP-36ZX1T,41655,46,YouTube,Text,25-34,Male,US,45578,2328,109.41783699435842,0.9139277721707841,5.107727412348063,1
CAMP-V18KGY,47059,46,Google,Story,18-24,Male,Canada,11609,618,24.66903249112816,4.053665259712292,5.3234559393573955,1
CAMP-GGSNPU,828,53,Google,Text,55+,Female,US,47614,2166,5750.48309178744,0.01738984332339228,4.549082202713488,1
CAMP-EVJLZF,798,32,Facebook,Carousel,18-24,All,Canada,3445,3309,431.70426065162906,0.2316400580551524,96.0522496371553,1
CAMP-FLB7WX,40054,40,Facebook,Story,18-24,Female,UK,25439,993,63.51175912518101,1.5745115767129212,3.903455324501749,1
CAMP-RUM2LH,47380,36,LinkedIn,Text,18-24,Female,India,895,1378,1.8889826931194595,52.93854748603352,153.9664804469274,0
CAMP-GCSOTD,14023,14,LinkedIn,Image,35-44,Female,Germany,33982,4382,242.3304571061827,0.4126596433405921,12.895062091695603,1
